รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาทุนต่อหน่วย,ราคาขายต่อหน่วย,ยอดยกมา,มูลค่ายกมา,รหัสร้านค้า,รูปสินค้า,flag_activate,admin_note
P230-000677,วัสดุใช้ไป,ตรายาง สำหรับปั๊มบันทึกกิจกรรมในผู้ป่วยCOPD/Asthma,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,อัน,200,,0,0,,,TRUE,
P230-000678,วัสดุใช้ไป,ตรายาง สำหรับปั๊มแนะนำสำหรับการเตรียมตัวเจาะเลือด,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,อัน,100,,0,0,,,TRUE,
P230-000679,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 60 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถัง,995,,0,0,,,TRUE,
P230-000680,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก ขนาด 60 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถัง,950,,0,0,,,TRUE,
P230-000681,วัสดุใช้ไป,พรมเช็ดเท้า แบบดักฝุ่น,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ผืน,350,,0,0,,,TRUE,
P230-000682,วัสดุใช้ไป,ฉากกันห้อง แบบครึ่งกระจกใส ขัดลาย ขนาด 80*160 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ชุด,"5,500.00",,0,0,,,TRUE,
P230-000683,วัสดุใช้ไป,กล่องอเนกประสงค์ ชนิดพลาสติก แบบมีหูหิ้ว ฝาปิดระบบล็อก 2 ด้าน ความจุ 19 ลิตร ขนาด 38.5 x 26 x 22 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ใบ,250,,0,0,,,TRUE,
P230-000684,วัสดุใช้ไป,ตู้อเนกประสงค์ ชนิดพลาสติก แบบ 5 ชั้น ขนาด 17.5 × 24.5 × 27 ซม,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,อัน,475,,0,0,,,TRUE,
P230-000685,วัสดุใช้ไป,ชั้นอเนกประสงค์ ชนิดตะแกรงเหล็ก แบบ 4 ชั้น ขนาด 90 x 45 x 160 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,อัน,"1,780.00",,0,0,,,TRUE,
P230-000686,วัสดุใช้ไป,ชั้นอเนกประสงค์ แบบ 4 ชั้น ขนาด 42 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,อัน,488,,0,0,,,TRUE,
P230-000687,วัสดุใช้ไป,ที่วัดส่วนสูง แบบมีฐาน ขนาด 200 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ชุด,"1,750.00",,0,0,,,TRUE,
P230-000688,วัสดุใช้ไป,กล่องอเนกประสงค์ ชนิดพลาสติก แบบมีหูหิ้ว ฝาปิดระบบล็อก 2 ด้าน ความจุ 19 ลิตร ขนาด 38.5 x 26 x 22 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ใบ,240,,0,0,,,TRUE,
P230-000689,วัสดุใช้ไป,บันได ชนิดอลูมีเนียม แบบ 8 ขั้น,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง-งบหน่วยงาน,อัน,"2,550.00",,0,0,,,TRUE,
P230-000690,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบฝาปิด ขนาด 50 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถัง,"2,150.00",,0,0,,,TRUE,
P230-000691,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบฝาปิด ขนาด 40 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถัง,"1,700.00",,0,0,,,TRUE,
P230-000692,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 35 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,750,,0,0,,,TRUE,
P230-000693,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 18 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,500,,0,0,,,TRUE,
P230-000694,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก ทรงสูง แบบมีล้อและมีฝา ขนาด 120 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,"1,800.00",,0,0,,,TRUE,
P230-000695,วัสดุใช้ไป,กระดาษโน๊ต แบบมีกาว ขนาด 3x3 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,แพ็ค,30,,0,0,,,TRUE,
P230-000696,วัสดุใช้ไป,กระดาษโน๊ต แบบมีกาว ขนาด 0.8x3 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,แพ็ค,25,,0,0,,,TRUE,
P230-000697,วัสดุใช้ไป,รองเท้า ชนิดผ้ารังผึ้ง แบบ Slippers,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,คู่,110,,0,0,,,TRUE,
P230-000698,วัสดุใช้ไป,พรมเช็ดเท้า ขนาด 45*70 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ผืน,499,,0,0,,,TRUE,
P230-000699,วัสดุใช้ไป,พรมเช็ดเท้า ขนาด 45*120 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ผืน,830,,0,0,,,TRUE,
P230-000700,วัสดุใช้ไป,อิฐ ประสาน ขนาด 10*10*30 ซม.,วัสดุการเกษตร,วัสดุการเกษตร,ก้อน,20,,0,0,,,TRUE,
P230-000701,วัสดุใช้ไป,ดิน ชนิดถุงสำเร็จ สำหรับปลูกต้นไม้,วัสดุการเกษตร,วัสดุการเกษตร,ถุง,10,,0,0,,,TRUE,
P230-000702,วัสดุใช้ไป,แบตเตอรี่ แบบชาร์จไฟ ขนาด 800 มิลลิแอมป์,วัสดุไฟฟ้า,วัสดุไฟฟ้า-งบหน่วยงาน,ก้อน,500,,0,0,,,TRUE,
P230-000703,วัสดุใช้ไป,ตะกร้า ชนิดพลาสติก แบบทรงเหลี่ยม ขนาด 14 x 14.5 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,180,,0,0,,,TRUE,
P230-000704,วัสดุใช้ไป,กระดาน White board ติดผนัง ขนาด 120 x 90 cm. แบบติดผนัง ขนาด 120 x 90 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,แผ่น,"1,500.00",,0,0,,,TRUE,
P230-000705,วัสดุใช้ไป,บันได ชนิดอเนกประสงค์ แบบ 20 ขั้น,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง-งบหน่วยงาน,ตัว,"5,900.00",,0,0,,,TRUE,
P230-000706,วัสดุใช้ไป,ตะกร้า ชนิดพลาสติก แบบทรงกลมและมีหูหิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,250,,0,0,,,TRUE,
P230-000707,วัสดุใช้ไป,แมกเนติก,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,730,,0,0,,,TRUE,
P230-000708,วัสดุใช้ไป,โอเวอร์โหลด,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,970,,0,0,,,TRUE,
P230-000709,วัสดุใช้ไป,ล้อรถเข็น แบบแป้นหมุน ขนาด 5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,265,,0,0,,,TRUE,
P230-000710,วัสดุใช้ไป,ล้อรถเข็น แบบแป้นตาย ขนาด 5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,245,,0,0,,,TRUE,
P230-000711,วัสดุใช้ไป,หมึก Printer Ink jet BT-D60 BK สีดำ,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,350,,0,0,,,TRUE,
P230-000712,วัสดุใช้ไป,หมึก Printer Ink jet BT5000C สีฟ้า,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,290,,3,870,,,TRUE,
P230-000713,วัสดุใช้ไป,หมึก Printer Ink jet BT5000M สีชมพู,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,290,,3,870,,,TRUE,
P230-000714,วัสดุใช้ไป,หมึก Printer Ink jet BT5000Y สีเหลือง,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,290,,3,870,,,TRUE,
P230-000715,วัสดุใช้ไป,หน้าจาน ชนิดเหล็ก แบบเกลียว ขนาด 2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,600,,0,0,,,TRUE,
P230-000716,วัสดุใช้ไป,น๊อต สำหรับหน้าแปลน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,30,,0,0,,,TRUE,
P230-000717,วัสดุใช้ไป,ยางประเก็น สำหรับหน้าแปลน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,120,,0,0,,,TRUE,
P230-000718,วัสดุใช้ไป,ชุดกรองอากาศ (Silencer valve) สำหรับเครื่องเติมอากาศ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,"19,474.00",,0,0,,,TRUE,
P230-000719,วัสดุใช้ไป,ชุดน้ำทิ้ง สำหรับอ่างล้างเครื่องมือ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,358,,0,0,,,TRUE,
P230-000720,วัสดุใช้ไป,ลูกบิด ชนิดหัวกลม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,99,,0,0,,,TRUE,
P230-000721,วัสดุใช้ไป,สามทาง ชนิด PVC แบบลด ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,18,,0,0,,,TRUE,
P230-000722,วัสดุใช้ไป,กิ๊บ ชนิดพลาสติก สำหรับจับท่อ ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,4,,0,0,,,TRUE,
P230-000723,วัสดุใช้ไป,ประตูน้ำ ชนิด PVC ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,350,,0,0,,,TRUE,
P230-000724,วัสดุใช้ไป,ประตูน้ำ ชนิดทองเหลือง ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,295,,0,0,,,TRUE,
P230-000725,วัสดุใช้ไป,สกรู ชนิดเกลียวปล่อย ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กล่อง,78,,0,0,,,TRUE,
P230-000726,วัสดุใช้ไป,แปรงสลัดน้ำ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ด้าม,60,,0,0,,,TRUE,
P230-000727,วัสดุใช้ไป,ฟองน้ำ สำหรับฉาบปูน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่น,8,,0,0,,,TRUE,
P230-000728,วัสดุใช้ไป,แผ่นขัดเอนกประสงค์,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ม้วน,550,,0,0,,,TRUE,
P230-000729,วัสดุใช้ไป,ไม้อัด หนา 15 มม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่น,715,,0,0,,,TRUE,
P230-000730,วัสดุใช้ไป,คาบูเรเตอร์ สำหรับเครื่องตัดแต่งกิ่งไม้,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,520,,0,0,,,TRUE,
P230-000731,วัสดุใช้ไป,ถุงหิ้ว ชนิดพลาสติก ขนาด 6*14 นิ้ว สีขาว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,42,,0,0,,,TRUE,
P230-000732,วัสดุใช้ไป,แฟ้ม แบบแขวน สีม่วง,วัสดุสำนักงาน,วัสดุสำนักงาน,แฟ้ม,15,,0,0,,,TRUE,
P230-000733,วัสดุใช้ไป,ขายึด ชนิดเหล็ก สำหรับอ่าง,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,40,,0,0,,,TRUE,
P230-000734,วัสดุใช้ไป,เทอร์โมฟิวส์ แบบ 188 องศา ขนาด 10A,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,10,,0,0,,,TRUE,
P230-000735,วัสดุใช้ไป,เทอมินอล สำหรับต่อสายไฟ,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,4,,0,0,,,TRUE,
P230-000736,วัสดุใช้ไป,หลอดไฟ ชนิด LED ขนาด 1 W สีแดง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอด,35,,0,0,,,TRUE,
P230-000737,วัสดุใช้ไป,ปลั๊กไฟ แบบกราวเดี่ยว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,45,,0,0,,,TRUE,
P230-000738,วัสดุใช้ไป,ยกเลิก กิ๊บ ชนิดพลาสติก,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20,,0,0,,,FALSE,
P230-000739,วัสดุใช้ไป,กิ๊บ ชนิดพลาสติก สำหรับสายโทรศัพท์ 2C,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กล่อง,20,,0,0,,,TRUE,
P230-000740,วัสดุใช้ไป,ใบพัดลม ขนาด 16 นิ้ว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,120,,0,0,,,TRUE,
P230-000741,วัสดุใช้ไป,ปลั๊กอุด แบบอุด ขนาด 1/2 นิ้ว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,6,,0,0,,,TRUE,
P230-000742,วัสดุใช้ไป,พวงมาลา ชนิดดอกไม้ประดิษฐ์,วัสดุสำนักงาน,วัสดุสำนักงาน,พวง,"2,000.00",,0,0,,,TRUE,
P230-000743,วัสดุใช้ไป,น้ำยาฆ่าหญ้า แบบแกลลอน,วัสดุการเกษตร,วัสดุการเกษตร,แกลลอน,900,,0,0,,,TRUE,
P230-000744,วัสดุใช้ไป,เข็มหมุด,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่่อง,65,,0,0,,,TRUE,
P230-000745,วัสดุใช้ไป,ปุ่มกด สำหรับประตูรีโมทอัตโนมัติ,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,"3,500.00",,0,0,,,TRUE,
P230-000746,วัสดุใช้ไป,สมุด สำหรับลงนามถวายพระพร,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,600,,0,0,,,TRUE,
P230-000747,วัสดุใช้ไป,พระบรมฉายาลักษณ์ สมเด็จเจ้าฟ้าพัชรกิติยาภาฯ,วัสดุสำนักงาน,วัสดุสำนักงาน,บาน,"1,200.00",,0,0,,,TRUE,
P230-000748,วัสดุใช้ไป,ไขควง สำหรับเช็คกระแสไฟฟ้า,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,135,,0,0,,,TRUE,
P230-000749,วัสดุใช้ไป,ขาหลอดนีออน แบบสปริงหัวโต,วัสดุไฟฟ้า,วัสดุไฟฟ้า,คู่,35,,0,0,,,TRUE,
P230-000750,วัสดุใช้ไป,ลูกเสียบ ชนิดขาแบน แบบยาง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,10,,0,0,,,TRUE,
P230-000751,วัสดุใช้ไป,รางสายไฟ แบบ TT202,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เส้น,40,,0,0,,,TRUE,
P230-000752,วัสดุใช้ไป,กิ๊บ ชนิดพลาสติก ขนาด 2*1.5 นิ้ว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20,,0,0,,,TRUE,
P230-000753,วัสดุใช้ไป,ขั้วแป้นเกลียว ชนิดกระเบื้อง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,15,,0,0,,,TRUE,
P230-000754,วัสดุใช้ไป,สายไฟ แบบแข็ง ขนาด 2*1.5 ยาว 20 เมตร,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ม้วน,280,,0,0,,,TRUE,
P230-000755,วัสดุใช้ไป,รางสายไฟ แบบ TD204,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เส้น,90,,0,0,,,TRUE,
P230-000756,วัสดุใช้ไป,ฝาครอบ ชนิด PVC,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,6,,0,0,,,TRUE,
P230-000757,วัสดุใช้ไป,กล่องโทรศัพท์,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,35,,0,0,,,TRUE,
P230-000758,วัสดุใช้ไป,คอนเรนเซอร์ ขนาด 40/450V,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,250,,0,0,,,TRUE,
P230-000759,วัสดุใช้ไป,คอนเรนเซอร์ ขนาด 30/300V,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,480,,0,0,,,TRUE,
P230-000760,วัสดุใช้ไป,ขาหนีบ สำหรับสปอตไลท์,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,65,,0,0,,,TRUE,
P230-000761,วัสดุใช้ไป,หลอดไฟ ชนิด LED ขนาด 25 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,135,,0,0,,,TRUE,
P230-000762,วัสดุใช้ไป,ลูกเสียบ ชนิดขาแบน แบบ 3 ตา,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,15,,0,0,,,TRUE,
P230-000763,วัสดุใช้ไป,สายไฟ แบบอ่อน ขนาด 2*1,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เมตร,12,,0,0,,,TRUE,
P230-000764,วัสดุใช้ไป,ฟิวส์ ชนิดสั้น แบบหลอด ขนาด 10A,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถุง,20,,0,0,,,TRUE,
P230-000765,วัสดุใช้ไป,ข้องอ ชนิด PVC แบบ 90 องศา ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,35,,0,0,,,TRUE,
P230-000766,วัสดุใช้ไป,สามทาง ชนิด PVC แบบลด ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,20,,0,0,,,TRUE,
P230-000767,วัสดุใช้ไป,ข้องอ ชนิด PVC แบบ 45 องศา ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,18,,0,0,,,TRUE,
P230-000768,วัสดุใช้ไป,กาว ชนิดประสาน สำหรับทาท่อ PVC ขนาด 100 กรัม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,70,,0,0,,,TRUE,
P230-000769,วัสดุใช้ไป,บอลวาล์ว ชนิด PVC แบบสวม ขนาด 3/4 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,47,,0,0,,,TRUE,
P230-000770,วัสดุใช้ไป,ข้อต่อลด ชนิด PVC ขนาด 3*1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,132,,0,0,,,TRUE,
P230-000771,วัสดุใช้ไป,ยกเลิก ข้อต่อตรง ชนิด PVC แบบเกลียวนอก ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,15,,0,0,,,FALSE,
P230-000772,วัสดุใช้ไป,ขายึด ชนิดเหล็ก สำหรับซิงค์,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,40,,0,0,,,TRUE,
P230-000773,วัสดุใช้ไป,วอลฟุตตี้ ขนาด 1 กก.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระป๋อง,121,,0,0,,,TRUE,
P230-000774,วัสดุใช้ไป,สกรู ชนิดไดวอ ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กล่อง,95,,0,0,,,TRUE,
P230-000775,วัสดุใช้ไป,สีน้ำ สีขาว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระป๋อง,95,,0,0,,,TRUE,
P230-000776,วัสดุใช้ไป,ยงยิปซั่ม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ถุง,33,,0,0,,,TRUE,
P230-000777,วัสดุใช้ไป,ลูกบิด สำหรับประตูทั่วไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,242,,0,0,,,TRUE,
P230-000778,วัสดุใช้ไป,ลวดเชื่อม สำหรับสแตนเลส,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เส้น,15,,0,0,,,TRUE,
P230-000779,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 10 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,295,,0,0,,,TRUE,
P230-000780,วัสดุใช้ไป,เหล็ก ชนิดหนา 2.3 มม. แบบแผ่น ขนาด 4*8 ฟุต,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่น,"1,505.00",,0,0,,,TRUE,
P230-000781,วัสดุใช้ไป,กลอนประตู ชนิดอลูมีเนียม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,550,,0,0,,,TRUE,
P230-000782,วัสดุใช้ไป,สายยาง ขนาด 5/4 นิ้ว,วัสดุการเกษตร,วัสดุการเกษตร,เส้น,"2,160.00",,0,0,,,TRUE,
P230-000783,วัสดุใช้ไป,ถุงมือ ชนิดผ้า,วัสดุการเกษตร,วัสดุการเกษตร,คู่,98,,0,0,,,TRUE,
P230-000784,วัสดุใช้ไป,Flash drive แบบ USB ขนาด 16 Gb,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,อัน,180,,3,540,,,TRUE,
P230-000785,วัสดุใช้ไป,พุก ชนิดพลาสติก เบอร์ 6,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กล่อง,20,,0,0,,,TRUE,
P230-000786,วัสดุใช้ไป,ยางในจักรยาน ขนาด 26*1.95,วัสดุยานพาหนะและขนส่ง,วัสดุยานพาหนะและขนส่ง,เส้น,130,,0,0,,,TRUE,
P230-000787,วัสดุใช้ไป,ยกเลิก ตู้พลาสติก แบบกันน้ำ,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตู้,135,,0,0,,,FALSE,
P230-000788,วัสดุใช้ไป,เบรคเกอร์ ขนาด 20A,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,125,,0,0,,,TRUE,
P230-000789,วัสดุใช้ไป,ข้อต่อ ชนิดพลาสติก สำหรับเข้ากล่อง ขนาด 1/2 นิ้ว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,24,,0,0,,,TRUE,
P230-000790,วัสดุใช้ไป,กิ๊บ ชนิดทองเหลือง สำหรับรัดสายท่อแก็ส,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,15,,0,0,,,TRUE,
P230-000791,วัสดุใช้ไป,สามทาง ชนิด PVC แบบลด ขนาด 1*1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,20,,0,0,,,TRUE,
P230-000792,วัสดุใช้ไป,ยกเลิก ข้อต่อตรง ชนิด PVC ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,12,,0,0,,,FALSE,
P230-000793,วัสดุใช้ไป,ข้อต่อลด ชนิด PVC ขนาด 1*1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,6,,0,0,,,TRUE,
P230-000794,วัสดุใช้ไป,ข้อต่อสายยาง ชนิด PVC ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,12,,0,0,,,TRUE,
P230-000795,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง แบบเหยียบ วาล์วกลม ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,600,,0,0,,,TRUE,
P230-000796,วัสดุใช้ไป,ฝักบัวอาบน้ำ แบบพร้อมวาล์วฝักบัว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,297,,0,0,,,TRUE,
P230-000797,วัสดุใช้ไป,มือจับ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,24,,0,0,,,TRUE,
P230-000798,วัสดุใช้ไป,ดอกสว่าน ชนิดเจาะคอนกรีต ขนาด 2 หุน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,90,,0,0,,,TRUE,
P230-000799,วัสดุใช้ไป,ข้อต่อตรง ชนิด PVC แบบเกลียวนอก ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,9,,0,0,,,TRUE,
P230-000800,วัสดุใช้ไป,กิ๊บ ชนิดทองเหลือง สำหรับรัดท่อ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,3,,0,0,,,TRUE,
P230-000801,วัสดุใช้ไป,ลวดเชื่อม สำหรับเหล็ก ขนาด 2 มม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ห่อ,200,,0,0,,,TRUE,
P230-000802,วัสดุใช้ไป,ใบตัด สำหรับตัดเหล็ก ขนาด 4 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,22,,0,0,,,TRUE,
P230-000803,วัสดุใช้ไป,ดอกสว่าน ขนาด 9/64,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ดอก,33,,0,0,,,TRUE,
P230-000804,วัสดุใช้ไป,ปืนยิงซิลิโคน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ด้าม,95,,0,0,,,TRUE,
P230-000805,วัสดุใช้ไป,กาว ชนิด 2 ตัน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,132,,0,0,,,TRUE,
P230-000806,วัสดุใช้ไป,ไม้อัด หนา 8 มม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่น,420,,0,0,,,TRUE,
P230-000807,วัสดุใช้ไป,ท่อสายไฟ ชนิด PVC แบบท่ออ่อน ขนาด 1/2 นิ้ว สีขาว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เมตร,17,,0,0,,,TRUE,
