รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาทุนต่อหน่วย,ราคาขายต่อหน่วย,ยอดยกมา,มูลค่ายกมา,รหัสร้านค้า,รูปสินค้า,flag_activate,admin_note
P230-001132,วัสดุใช้ไป,สายเทป แบบร่อง ยาว 2 เมตร,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เส้น,50,,0,0,,,TRUE,
P230-001133,วัสดุใช้ไป,หลอดไฟ ชนิด LED แบบตาแมว ขนาด 5 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอด,120,,0,0,,,TRUE,
P230-001134,วัสดุใช้ไป,สวิทช์ไฟ แบบ 2 จังหวะ ขนาด 22 มิลลิเมตร,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,65,,0,0,,,TRUE,
P230-001135,วัสดุใช้ไป,ฝาอุดปลั๊กไฟ ชนิดพลาสติก,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,10,,0,0,,,TRUE,
P230-001136,วัสดุใช้ไป,เบรคเกอร์ ขนาด 60A,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,650,,0,0,,,TRUE,
P230-001137,วัสดุใช้ไป,หน้ากากปลั๊กไฟ แบบ 4 ช่อง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,30,,0,0,,,TRUE,
P230-001138,วัสดุใช้ไป,แบตเตอรี่ แบบกึ่งแห้ง สำหรับรถยนต์ ขนาด 12V 80Ah,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,"3,400.00",,0,0,,,TRUE,
P230-001139,วัสดุใช้ไป,ข้อต่อตรง ชนิดทองเหลือง แบบเกลียวใน ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,35,,0,0,,,TRUE,
P230-001140,วัสดุใช้ไป,ข้องอ ชนิดทองเหลือง แบบเกลียวใน ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,45,,0,0,,,TRUE,
P230-001141,วัสดุใช้ไป,เทป สำหรับกั้นเขต ขนาด 70 มม. ยาว 500 เมตร,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ม้วน,299,,0,0,,,TRUE,
P230-001142,วัสดุใช้ไป,กล่องเก็บของ ชนิดพลาสติก แบบ 18 ช่อง ขนาด 12 x 23.5 x 3 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,59,,0,0,,,TRUE,
P230-001143,วัสดุใช้ไป,พัดลมดูดอากาศ ขนาด 12 นิ้ว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,"1,390.00",,0,0,,,TRUE,
P230-001144,วัสดุใช้ไป,เชือก ชนิดไนล่อน,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กิโลกรัม,100,,0,0,,,TRUE,
P230-001145,วัสดุใช้ไป,พุก ชนิดตะกั่ว แบบพร้อมน๊อต,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,15,,0,0,,,TRUE,
P230-001146,วัสดุใช้ไป,กันชน สำหรับประตู,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,44,,0,0,,,TRUE,
P230-001147,วัสดุใช้ไป,ผ้าสำหรับทำความสะอาด ขนาด 30 x 40 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,195,,0,0,,,TRUE,
P230-001148,วัสดุใช้ไป,ไม้ดันฝุ่น แบบผ้าไมโครไฟเบอร์ ขนาดยาว 16 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,429,,0,0,,,TRUE,
P230-001149,วัสดุใช้ไป,ลูกปืนประตู สำหรับบานผลัก,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,450,,0,0,,,TRUE,
P230-001150,วัสดุใช้ไป,เทปกาว ชนิดบิวทิว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,769,,0,0,,,TRUE,
P230-001151,วัสดุใช้ไป,ล้อรถเข็น แบบสกรูหมุน ขนาด 3 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,190,,0,0,,,TRUE,
P230-001152,วัสดุใช้ไป,ล้อรถเข็น แบบสกรูหมุน มีเบรค ขนาด 3 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,225,,0,0,,,TRUE,
P230-001153,วัสดุใช้ไป,ล้อรถเข็น แบบสกรูหมุน ขนาด 4 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,209,,0,0,,,TRUE,
P230-001154,วัสดุใช้ไป,กระบอกเพชร สำหรับเจาะผนัง,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,590,,0,0,,,TRUE,
P230-001155,วัสดุใช้ไป,มิเตอร์น้ำ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,520,,0,0,,,TRUE,
P230-001156,วัสดุใช้ไป,กิ๊บ รัดสายไฟ เบอร์ 4,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แพค,10,,0,0,,,TRUE,
P230-001157,วัสดุใช้ไป,ตะปู ขนาด 3/4 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แพค,10,,0,0,,,TRUE,
P230-001158,วัสดุใช้ไป,มิเตอร์ไฟฟ้า,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,550,,0,0,,,TRUE,
P230-001159,วัสดุใช้ไป,แค้ม แบบคู่,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,30,,0,0,,,TRUE,
P230-001160,วัสดุใช้ไป,แค้ม แบบเดี่ยว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,23,,0,0,,,TRUE,
P230-001161,วัสดุใช้ไป,กล่องอเนกประสงค์ สำหรับเก็บนมผง ขนาด 2300 มล.,วัสดุสำนักงาน,วัสดุสำนักงาน,ใบ,425,,0,0,,,TRUE,
P230-001162,วัสดุใช้ไป,ตู้อเนกประสงค์ ชนิดพลาสติก แบบมีลิ้นชักและล้อ ขนาด 42.10 x 35.80 x 105.50 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ตู้,899,,0,0,,,TRUE,
P230-001163,วัสดุใช้ไป,เก้าอี้กลม ชนิดพลาสติก,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,149,,0,0,,,TRUE,
P230-001164,วัสดุใช้ไป,แผ่นสมาร์ทบอร์ด หนา 6 มม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่น,275,,0,0,,,TRUE,
P230-001165,วัสดุใช้ไป,ชุดทรานเฟอร์เบลล์ HP e77830 สำหรับเครื่องถ่ายเอกสาร,วัสดุสำนักงาน,วัสดุสำนักงาน,ชุด,"16,000.00",,0,0,,,TRUE,
P230-001166,วัสดุใช้ไป,สักหลาดหมึก สำหรับเครื่องคิดเลข,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,180,,0,0,,,TRUE,
P230-001167,วัสดุใช้ไป,ถ่าน ชนิดอัลคาไลน์ แบบ CR2032 ขนาด 3V,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ก้อน,32,,0,0,,,TRUE,
P230-001168,วัสดุใช้ไป,ฉากกั้นห้อง แบบทึบ ขนาด 240 x 250 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ชุด,"6,300.00",,0,0,,,TRUE,
P230-001169,วัสดุใช้ไป,ชุดผ้าปูที่นอน พร้อมผ้านวมและปลอกหมอน,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ชุด,965,,0,0,,,TRUE,
P230-001170,วัสดุใช้ไป,หมอนข้าง,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ใบ,219,,0,0,,,TRUE,
P230-001171,วัสดุใช้ไป,ผ้าต่วน แบบผ้ามัน ขนาดหน้ากว้าง 110 ซม. สีฟ้า,วัสดุสำนักงาน,วัสดุสำนักงาน,เมตร,53,,0,0,,,TRUE,
P230-001172,วัสดุใช้ไป,ผ้าต่วน แบบผ้ามัน ขนาดหน้ากว้าง 110 ซม. สีขาว,วัสดุสำนักงาน,วัสดุสำนักงาน,เมตร,53,,0,0,,,TRUE,
P230-001173,วัสดุใช้ไป,ผ้าต่วน แบบผ้ามัน ขนาดหน้ากว้าง 110 ซม. สีเหลือง,วัสดุสำนักงาน,วัสดุสำนักงาน,เมตร,53,,0,0,,,TRUE,
P230-001174,วัสดุใช้ไป,พาน สำหรับจัดดอกไม้,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,420,,0,0,,,TRUE,
P230-001175,วัสดุใช้ไป,ผ้าต่วน แบบผ้ามัน ขนาดหน้ากว้าง 110 ซม. สีม่วงเข้ม,วัสดุสำนักงาน,วัสดุสำนักงาน,เมตร,53,,0,0,,,TRUE,
